,variables,VIF
374,0__minimum:Log_0__minimum,2.004573193595569
375,"0__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",960092015.7266343
376,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",6.562317704284043
377,0__spkt_welch_density__coeff_2:Log_0__spkt_welch_density__coeff_2,9124503876.578283
378,0__spkt_welch_density__coeff_5:Log_0__spkt_welch_density__coeff_5,3058242235.384371
379,0__spkt_welch_density__coeff_8:Log_0__spkt_welch_density__coeff_8,3934621833.3005676
380,0__quantile__q_0.9:Log_0__quantile__q_0.9,1647.3343383208187
381,"0__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",1344418696.8936498
382,"0__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",105148131665.62761
383,0__longest_strike_below_mean:Log_0__longest_strike_below_mean,29.38971703690649
384,"0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",21586073383.694912
385,"0__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",583972980727.5021
386,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",7.819852621080286
387,"0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",47777213922.50891
388,0__absolute_sum_of_changes:Log_0__absolute_sum_of_changes,94535981598.49065
389,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",2088868101748.8386
390,0__mean_abs_change:Log_0__mean_abs_change,2088868101748.8386
391,"0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",931939912544.3344
392,"0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",1370958790675.9502
393,"0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",921264115244.0414
394,"0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",1571937042712.215
395,"0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",2055968786747.5444
396,"0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",483218844138.4652
397,"0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",1004917959.3332402
398,"0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",869924594817.5576
399,"0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",609830687524.7794
400,"0__fft_coefficient__attr_""abs""__coeff_2:Log_0__fft_coefficient__attr_""abs""__coeff_2",4551768719.84829
401,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",inf
402,0__cid_ce__normalize_False:Log_0__cid_ce__normalize_False,120657449394.39514
403,"0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",960153422315.424
404,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",inf
405,0__mean_n_absolute_max__number_of_maxima_7:Log_0__mean_n_absolute_max__number_of_maxima_7,413990865226.86914
406,"0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",506249958112.6907
407,"0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",260143231710.40295
408,"0__fft_coefficient__attr_""real""__coeff_0:Log_0__fft_coefficient__attr_""real""__coeff_0",19205115681750.516
409,"0__fft_coefficient__attr_""abs""__coeff_0:Log_0__fft_coefficient__attr_""abs""__coeff_0",19205115681750.516
410,0__sum_values:Log_0__sum_values,24212901222422.023
411,0__mean:Log_0__mean,1762661302297.6501
412,"0__fft_coefficient__attr_""abs""__coeff_1:Log_0__fft_coefficient__attr_""abs""__coeff_1",8259318009.02388
413,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",63199222.442519166
414,0__energy_ratio_by_chunks__num_segments_10__segment_focus_9:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_9,7.183775199823986
415,0__abs_energy:Log_0__abs_energy,inf
416,0__root_mean_square:Log_0__root_mean_square,245628558896.67282
417,0__standard_deviation:Log_0__standard_deviation,97673956588.70915
418,0__variance:Log_0__variance,inf
419,"0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",121644935576.21706
420,"0__linear_trend__attr_""stderr"":Log_0__linear_trend__attr_""stderr""",20383582277.60841
421,"0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",55502010368.98434
422,0__absolute_maximum:Log_0__absolute_maximum,145277407334532.12
423,0__maximum:Log_0__maximum,145277407334532.12
424,"0__fft_coefficient__attr_""abs""__coeff_11:Log_0__fft_coefficient__attr_""abs""__coeff_11",2315722436.9029064
425,0__energy_ratio_by_chunks__num_segments_10__segment_focus_8:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_8,681.5840443853913
426,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",692861481133922.5
427,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",7148678634.630992
428,"0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",64121414774.15974
429,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",6.530134907203479
430,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",877958585.7509305
431,"0__fft_coefficient__attr_""abs""__coeff_12:Log_0__fft_coefficient__attr_""abs""__coeff_12",3013172848.90612
432,0__energy_ratio_by_chunks__num_segments_10__segment_focus_7:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_7,1011.0907538325336
433,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",16509522513.345514
434,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",31231620162.070015
435,"0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",162925968720.4434
436,"0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",18946729157.883095
437,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",128511573.90752265
438,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",86.79732470049025
439,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",3002399751580330.5
440,"0__fft_coefficient__attr_""abs""__coeff_10:Log_0__fft_coefficient__attr_""abs""__coeff_10",1426756478.5921552
441,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",inf
442,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",10234337225.417446
443,"0__fft_coefficient__attr_""abs""__coeff_9:Log_0__fft_coefficient__attr_""abs""__coeff_9",1690577842.140834
444,0__energy_ratio_by_chunks__num_segments_10__segment_focus_6:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_6,424.025053611882
445,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",inf
446,"0__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",5861135263.017095
447,"0__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",79038946066.05
448,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",233120520.89523214
449,"0__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",105985568.8518774
450,0__index_mass_quantile__q_0.3:Log_0__index_mass_quantile__q_0.3,18.78516622028489
451,"0__linear_trend__attr_""intercept"":Log_0__linear_trend__attr_""intercept""",444734076667.2094
452,"0__fft_coefficient__attr_""abs""__coeff_5:Log_0__fft_coefficient__attr_""abs""__coeff_5",1423343012.9801512
453,"0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",829640706.8103358
454,"0__fft_coefficient__attr_""abs""__coeff_8:Log_0__fft_coefficient__attr_""abs""__coeff_8",1224845198.5676675
455,"0__fft_coefficient__attr_""abs""__coeff_13:Log_0__fft_coefficient__attr_""abs""__coeff_13",730250651.5310758
456,"0__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",59757969685.40014
457,"0__fft_coefficient__attr_""abs""__coeff_6:Log_0__fft_coefficient__attr_""abs""__coeff_6",1413687439.7490845
458,0__number_crossing_m__m_1:Log_0__number_crossing_m__m_1,21.400409832733374
459,0__longest_strike_above_mean:Log_0__longest_strike_above_mean,6.76744796345474
460,"0__fft_coefficient__attr_""abs""__coeff_3:Log_0__fft_coefficient__attr_""abs""__coeff_3",1126100493.4930274
461,"0__fft_coefficient__attr_""abs""__coeff_7:Log_0__fft_coefficient__attr_""abs""__coeff_7",1434906707.5969503
462,"0__fft_coefficient__attr_""abs""__coeff_4:Log_0__fft_coefficient__attr_""abs""__coeff_4",1761116276.022619
463,"0__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",1091759627.9858325
464,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",3670235870.593529
465,0__permutation_entropy__dimension_7__tau_1:Log_0__permutation_entropy__dimension_7__tau_1,29.26802015610107
466,0__permutation_entropy__dimension_6__tau_1:Log_0__permutation_entropy__dimension_6__tau_1,30.57081605738086
467,"0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",802618084.1208365
468,"0__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",22902822817.23914
469,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",16098226597.572884
470,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",inf
471,0__index_mass_quantile__q_0.2:Log_0__index_mass_quantile__q_0.2,15.835187532436919
472,"0__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",517699014.98782176
473,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",4222590455.169426
474,"0__fft_coefficient__attr_""imag""__coeff_1:Log_0__fft_coefficient__attr_""imag""__coeff_1",4272242730.6559205
475,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",3860038558.7083974
476,0__permutation_entropy__dimension_5__tau_1:Log_0__permutation_entropy__dimension_5__tau_1,23.400169075034295
477,0__energy_ratio_by_chunks__num_segments_10__segment_focus_5:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_5,42.93615498124681
478,0__last_location_of_maximum:Log_0__last_location_of_maximum,19.212246130255767
479,0__first_location_of_maximum:Log_0__first_location_of_maximum,18.47427300794846
480,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",inf
481,"0__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",19039766071.49635
482,0__index_mass_quantile__q_0.1:Log_0__index_mass_quantile__q_0.1,11.68025340262929
483,"0__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",2228382301.1777463
484,"0__linear_trend__attr_""slope"":Log_0__linear_trend__attr_""slope""",21173880220.457817
485,0__index_mass_quantile__q_0.4:Log_0__index_mass_quantile__q_0.4,17.299810879420846
486,0__approximate_entropy__m_2__r_0.1:Log_0__approximate_entropy__m_2__r_0.1,5.973896583780112
487,"0__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",88791089.62475058
488,"0__fft_coefficient__attr_""angle""__coeff_1:Log_0__fft_coefficient__attr_""angle""__coeff_1",715.767718486347
489,"0__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",8659436293.205845
490,0__ratio_value_number_to_time_series_length:Log_0__ratio_value_number_to_time_series_length,86.68176753483101
491,0__value_count__value_1:Log_0__value_count__value_1,36.088770814010786
492,0__percentage_of_reoccurring_datapoints_to_all_datapoints:Log_0__percentage_of_reoccurring_datapoints_to_all_datapoints,46.878538077330695
493,0__sum_of_reoccurring_data_points:Log_0__sum_of_reoccurring_data_points,40.86692279542106
494,0__percentage_of_reoccurring_values_to_all_values:Log_0__percentage_of_reoccurring_values_to_all_values,17.017415984571503
495,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",10138.51010801424
496,0__permutation_entropy__dimension_4__tau_1:Log_0__permutation_entropy__dimension_4__tau_1,14.803877266380894
497,0__permutation_entropy__dimension_3__tau_1:Log_0__permutation_entropy__dimension_3__tau_1,11.732466649870197
498,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",2103210.8348775194
499,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",1473259.2159339013
500,"0__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",424400788.26172084
501,0__number_peaks__n_1:Log_0__number_peaks__n_1,13.6495788378977
502,0__approximate_entropy__m_2__r_0.3:Log_0__approximate_entropy__m_2__r_0.3,7.730534695857185
503,0__autocorrelation__lag_9:Log_0__autocorrelation__lag_9,10.26530247095403
504,0__last_location_of_minimum:Log_0__last_location_of_minimum,4.126671771604713
505,0__first_location_of_minimum:Log_0__first_location_of_minimum,4.199310649858476
506,0__quantile__q_0.1:Log_0__quantile__q_0.1,3.773917950562879
507,0__autocorrelation__lag_7:Log_0__autocorrelation__lag_7,8.75073033032812
508,"0__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",265009599.0591144
509,0__sample_entropy:Log_0__sample_entropy,7.186049120892455
510,0__approximate_entropy__m_2__r_0.9:Log_0__approximate_entropy__m_2__r_0.9,8.822839510244865
511,0__approximate_entropy__m_2__r_0.5:Log_0__approximate_entropy__m_2__r_0.5,7.42899356520114
512,"0__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",578652893.1484884
513,0__autocorrelation__lag_8:Log_0__autocorrelation__lag_8,7.075196156001027
514,0__fourier_entropy__bins_3:Log_0__fourier_entropy__bins_3,6.341714374681257
515,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",31.33558958517842
516,0__approximate_entropy__m_2__r_0.7:Log_0__approximate_entropy__m_2__r_0.7,8.432592834009707
517,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",33.72900706217143
518,"0__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",3232294546.32464
519,"0__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",723208709.3648511
520,0__symmetry_looking__r_0.05:Log_0__symmetry_looking__r_0.05,10.66329962836473
521,0__lempel_ziv_complexity__bins_100:Log_0__lempel_ziv_complexity__bins_100,6.71969595965269
522,"0__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",8016.0016271261065
523,"0__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",628619077.5312275
524,0__fourier_entropy__bins_5:Log_0__fourier_entropy__bins_5,7.468646284874544
525,"0__agg_autocorrelation__f_agg_""mean""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",6.3933816568377715
526,0__energy_ratio_by_chunks__num_segments_10__segment_focus_4:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_4,18.606449170661886
527,"0__fft_coefficient__attr_""real""__coeff_2:Log_0__fft_coefficient__attr_""real""__coeff_2",85425043.58900645
528,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",1.797929346334252
529,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",2.0750308733941005
530,0__fourier_entropy__bins_10:Log_0__fourier_entropy__bins_10,7.055579805003938
531,"0__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",353228597.7594105
532,0__large_standard_deviation__r_0.2:Log_0__large_standard_deviation__r_0.2,9.58910833800373
533,0__number_crossing_m__m_0:Log_0__number_crossing_m__m_0,10.872084392488631
534,0__energy_ratio_by_chunks__num_segments_10__segment_focus_2:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_2,32.71988062461948
535,0__ar_coefficient__coeff_0__k_10:Log_0__ar_coefficient__coeff_0__k_10,6564.480780710582
536,0__count_above__t_0:Log_0__count_above__t_0,57.347506413191304
537,0__range_count__max_0__min_-1000000000000.0:Log_0__range_count__max_0__min_-1000000000000.0,24.674656831509978
538,0__range_count__max_1000000000000.0__min_0:Log_0__range_count__max_1000000000000.0__min_0,9.048606381751188
539,0__count_below__t_0:Log_0__count_below__t_0,50.395450265736145
540,0__ar_coefficient__coeff_1__k_10:Log_0__ar_coefficient__coeff_1__k_10,3.4246880446462065
541,0__benford_correlation:Log_0__benford_correlation,3.532466820204998
542,0__autocorrelation__lag_1:Log_0__autocorrelation__lag_1,9.09627108891404
543,0__partial_autocorrelation__lag_1:Log_0__partial_autocorrelation__lag_1,8.92688178584196
544,"0__fft_coefficient__attr_""angle""__coeff_3:Log_0__fft_coefficient__attr_""angle""__coeff_3",988.4505415420296
545,"0__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",5.953502002241457
546,0__fourier_entropy__bins_2:Log_0__fourier_entropy__bins_2,4.807961590167386
547,0__partial_autocorrelation__lag_2:Log_0__partial_autocorrelation__lag_2,43.712384602902404
548,0__cid_ce__normalize_True:Log_0__cid_ce__normalize_True,6.815836820522448
549,"0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",11069.437610045741
550,"0__fft_coefficient__attr_""angle""__coeff_6:Log_0__fft_coefficient__attr_""angle""__coeff_6",1371.7567784200935
551,0__ratio_beyond_r_sigma__r_1.5:Log_0__ratio_beyond_r_sigma__r_1.5,10.09663384646876
552,"0__agg_autocorrelation__f_agg_""median""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""median""__maxlag_40",9.185945056485672
553,"0__fft_coefficient__attr_""angle""__coeff_4:Log_0__fft_coefficient__attr_""angle""__coeff_4",985.5360768040352
554,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",326662.4208945773
555,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",297004.18972236884
556,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",418402.8560945453
557,0__autocorrelation__lag_2:Log_0__autocorrelation__lag_2,35.88201489682481
558,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",371720.41537273925
559,0__quantile__q_0.2:Log_0__quantile__q_0.2,4.721535895767388
560,"0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",216826783.73194745
561,0__partial_autocorrelation__lag_8:Log_0__partial_autocorrelation__lag_8,1.320986969535544
562,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",173408787777.5402
563,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",183423599045.758
564,0__autocorrelation__lag_6:Log_0__autocorrelation__lag_6,12.265099648246856
565,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",182402123382.29263
566,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",196982007058.15054
567,"0__fft_coefficient__attr_""angle""__coeff_5:Log_0__fft_coefficient__attr_""angle""__coeff_5",1040.8909384361125
568,"0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",2985395.7919676118
569,"0__fft_coefficient__attr_""real""__coeff_1:Log_0__fft_coefficient__attr_""real""__coeff_1",1654358147.2518816
570,"0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",22002984.93981395
571,0__c3__lag_1:Log_0__c3__lag_1,9919.255044390175
572,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",13.158713996247537
573,"0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",293524066.2491678
574,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",56668.22772529268
575,"0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",31284631.66669494
576,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",43713.63822658291
577,0__ar_coefficient__coeff_2__k_10:Log_0__ar_coefficient__coeff_2__k_10,14.355274981400742
578,0__ratio_beyond_r_sigma__r_2:Log_0__ratio_beyond_r_sigma__r_2,8.662138752874906
579,0__count_above_mean:Log_0__count_above_mean,17.919458878297597
580,0__count_below_mean:Log_0__count_below_mean,21.332071252964553
581,0__range_count__max_1__min_-1:Log_0__range_count__max_1__min_-1,9.949352671807464
582,"0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",29324841.964886963
