,variables,VIF
375,"0__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",804758005.6542664
376,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",6.559374392818846
377,0__spkt_welch_density__coeff_2:Log_0__spkt_welch_density__coeff_2,9131487937.05221
378,0__spkt_welch_density__coeff_5:Log_0__spkt_welch_density__coeff_5,3058380345.422952
379,0__spkt_welch_density__coeff_8:Log_0__spkt_welch_density__coeff_8,3960867675.4442596
380,0__quantile__q_0.9:Log_0__quantile__q_0.9,1649.7256711256025
381,"0__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",1549192837.0879245
382,"0__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",122088473958.21123
383,0__longest_strike_below_mean:Log_0__longest_strike_below_mean,30.0724058811212
384,"0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",23395079673.824146
385,"0__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",575466346456.7462
386,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",7.7789438061570335
387,"0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",47747328311.89597
388,0__absolute_sum_of_changes:Log_0__absolute_sum_of_changes,94763745591.65265
389,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",2083552915739.2996
390,0__mean_abs_change:Log_0__mean_abs_change,2083552915739.2996
391,"0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",868666144733.4354
392,"0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",1491999213970.6794
393,"0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",870513120203.0532
394,"0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",1973099508157.9392
395,"0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",2138969188967.2268
396,"0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",510785939363.7854
397,"0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",1009950404.5084248
398,"0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",1307665397029.7607
399,"0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",1466254151838.0256
400,"0__fft_coefficient__attr_""abs""__coeff_2:Log_0__fft_coefficient__attr_""abs""__coeff_2",4365274976.551035
401,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",inf
402,0__cid_ce__normalize_False:Log_0__cid_ce__normalize_False,121309080871.93256
403,"0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",2043839177386.202
404,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",inf
405,0__mean_n_absolute_max__number_of_maxima_7:Log_0__mean_n_absolute_max__number_of_maxima_7,403855950084.78644
406,"0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",492789104647.171
407,"0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",257997228882.36115
408,"0__fft_coefficient__attr_""real""__coeff_0:Log_0__fft_coefficient__attr_""real""__coeff_0",19453994070714.887
409,"0__fft_coefficient__attr_""abs""__coeff_0:Log_0__fft_coefficient__attr_""abs""__coeff_0",19453994070714.887
410,0__sum_values:Log_0__sum_values,19246152253720.07
411,0__mean:Log_0__mean,1561851786846.019
412,"0__fft_coefficient__attr_""abs""__coeff_1:Log_0__fft_coefficient__attr_""abs""__coeff_1",8057033315.80778
413,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",63105226.15693199
414,0__energy_ratio_by_chunks__num_segments_10__segment_focus_9:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_9,7.1961865058368755
415,0__abs_energy:Log_0__abs_energy,inf
416,0__root_mean_square:Log_0__root_mean_square,249030917491.2492
417,0__standard_deviation:Log_0__standard_deviation,97276273351.84776
418,0__variance:Log_0__variance,inf
419,"0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",129790473136.70412
420,"0__linear_trend__attr_""stderr"":Log_0__linear_trend__attr_""stderr""",20401773206.56818
421,"0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",57856766430.977394
422,0__absolute_maximum:Log_0__absolute_maximum,136472715980924.12
423,0__maximum:Log_0__maximum,136472715980924.12
424,"0__fft_coefficient__attr_""abs""__coeff_11:Log_0__fft_coefficient__attr_""abs""__coeff_11",2347346193.130429
425,0__energy_ratio_by_chunks__num_segments_10__segment_focus_8:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_8,658.2670731295343
426,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",692861481133922.5
427,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",7471636079.349219
428,"0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",64302689664.40115
429,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",6.553628502483556
430,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",1625341568.5653574
431,"0__fft_coefficient__attr_""abs""__coeff_12:Log_0__fft_coefficient__attr_""abs""__coeff_12",3078507643.7175303
432,0__energy_ratio_by_chunks__num_segments_10__segment_focus_7:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_7,989.7790477541191
433,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",18126894013.7312
434,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",36488109339.32742
435,"0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",163811935159.42514
436,"0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",18335265658.505836
437,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",128633061.03497285
438,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",92.15651886121098
439,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",3002399751580330.5
440,"0__fft_coefficient__attr_""abs""__coeff_10:Log_0__fft_coefficient__attr_""abs""__coeff_10",1331479117.5477722
441,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",inf
442,"0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",8672292656.916203
443,"0__fft_coefficient__attr_""abs""__coeff_9:Log_0__fft_coefficient__attr_""abs""__coeff_9",1720787241.2650042
444,0__energy_ratio_by_chunks__num_segments_10__segment_focus_6:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_6,328.55258691375633
445,"0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",inf
446,"0__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",6011993855.808112
447,"0__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",90542815186.37909
448,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",240439080.9728695
449,"0__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",115361296.36052053
450,0__index_mass_quantile__q_0.3:Log_0__index_mass_quantile__q_0.3,18.464993517233996
451,"0__linear_trend__attr_""intercept"":Log_0__linear_trend__attr_""intercept""",431751474199.0697
452,"0__fft_coefficient__attr_""abs""__coeff_5:Log_0__fft_coefficient__attr_""abs""__coeff_5",1387706742.4294841
453,"0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",831474097.458479
454,"0__fft_coefficient__attr_""abs""__coeff_8:Log_0__fft_coefficient__attr_""abs""__coeff_8",1249115813.473149
455,"0__fft_coefficient__attr_""abs""__coeff_13:Log_0__fft_coefficient__attr_""abs""__coeff_13",730161263.798826
456,"0__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",54735379132.96138
457,"0__fft_coefficient__attr_""abs""__coeff_6:Log_0__fft_coefficient__attr_""abs""__coeff_6",1437929308.62641
458,0__number_crossing_m__m_1:Log_0__number_crossing_m__m_1,20.515001780310396
459,0__longest_strike_above_mean:Log_0__longest_strike_above_mean,6.922840116369943
460,"0__fft_coefficient__attr_""abs""__coeff_3:Log_0__fft_coefficient__attr_""abs""__coeff_3",1125335972.8532279
461,"0__fft_coefficient__attr_""abs""__coeff_7:Log_0__fft_coefficient__attr_""abs""__coeff_7",1513648626.645238
462,"0__fft_coefficient__attr_""abs""__coeff_4:Log_0__fft_coefficient__attr_""abs""__coeff_4",1795124244.8300374
463,"0__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",1093474691.7550035
464,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",3307627629.2032022
465,0__permutation_entropy__dimension_7__tau_1:Log_0__permutation_entropy__dimension_7__tau_1,33.19077915644222
466,0__permutation_entropy__dimension_6__tau_1:Log_0__permutation_entropy__dimension_6__tau_1,30.595051825206163
467,"0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",808943069.2294269
468,"0__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",23647211609.221848
469,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",15263076364.09095
470,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",inf
471,0__index_mass_quantile__q_0.2:Log_0__index_mass_quantile__q_0.2,15.86281237447946
472,"0__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",520876963.1480901
473,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",4414614247.974082
474,"0__fft_coefficient__attr_""imag""__coeff_1:Log_0__fft_coefficient__attr_""imag""__coeff_1",4590975064.803843
475,"0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",3839254950.701166
476,0__permutation_entropy__dimension_5__tau_1:Log_0__permutation_entropy__dimension_5__tau_1,23.157368688497467
477,0__energy_ratio_by_chunks__num_segments_10__segment_focus_5:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_5,41.48440628934493
478,0__last_location_of_maximum:Log_0__last_location_of_maximum,19.30389825149144
479,0__first_location_of_maximum:Log_0__first_location_of_maximum,17.610245552964216
480,"0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",inf
481,"0__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",19131729792.84364
482,0__index_mass_quantile__q_0.1:Log_0__index_mass_quantile__q_0.1,12.035060085758913
483,"0__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",2229284044.8324404
484,"0__linear_trend__attr_""slope"":Log_0__linear_trend__attr_""slope""",21258686684.386154
485,0__index_mass_quantile__q_0.4:Log_0__index_mass_quantile__q_0.4,16.67126525745528
486,0__approximate_entropy__m_2__r_0.1:Log_0__approximate_entropy__m_2__r_0.1,6.000904285443415
487,"0__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",88994853.13196108
488,"0__fft_coefficient__attr_""angle""__coeff_1:Log_0__fft_coefficient__attr_""angle""__coeff_1",450.42517602568273
489,"0__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",8726350393.671082
490,0__ratio_value_number_to_time_series_length:Log_0__ratio_value_number_to_time_series_length,86.31056664851026
491,0__value_count__value_1:Log_0__value_count__value_1,40.2912790243617
492,0__percentage_of_reoccurring_datapoints_to_all_datapoints:Log_0__percentage_of_reoccurring_datapoints_to_all_datapoints,58.311719830362875
493,0__sum_of_reoccurring_data_points:Log_0__sum_of_reoccurring_data_points,40.385839118301654
494,0__percentage_of_reoccurring_values_to_all_values:Log_0__percentage_of_reoccurring_values_to_all_values,20.58701351422018
495,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",10242.969542537281
496,0__permutation_entropy__dimension_4__tau_1:Log_0__permutation_entropy__dimension_4__tau_1,14.729177792309214
497,0__permutation_entropy__dimension_3__tau_1:Log_0__permutation_entropy__dimension_3__tau_1,11.778658201201905
498,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",2055524.7380396177
499,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",1491128.4110335219
500,"0__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",427900431.8454534
501,0__number_peaks__n_1:Log_0__number_peaks__n_1,13.998206705724442
502,0__approximate_entropy__m_2__r_0.3:Log_0__approximate_entropy__m_2__r_0.3,7.740308690077053
503,0__autocorrelation__lag_9:Log_0__autocorrelation__lag_9,10.29549295368451
504,0__last_location_of_minimum:Log_0__last_location_of_minimum,4.096103138555447
505,0__first_location_of_minimum:Log_0__first_location_of_minimum,4.15335069936505
506,0__quantile__q_0.1:Log_0__quantile__q_0.1,3.8585893847862742
507,0__autocorrelation__lag_7:Log_0__autocorrelation__lag_7,8.748983300899306
508,"0__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",245293790.06608522
509,0__sample_entropy:Log_0__sample_entropy,7.460139274696201
510,0__approximate_entropy__m_2__r_0.9:Log_0__approximate_entropy__m_2__r_0.9,8.898985923407183
511,0__approximate_entropy__m_2__r_0.5:Log_0__approximate_entropy__m_2__r_0.5,7.700224413580038
512,"0__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",579361751.0026199
513,0__autocorrelation__lag_8:Log_0__autocorrelation__lag_8,7.078656404245527
514,0__fourier_entropy__bins_3:Log_0__fourier_entropy__bins_3,6.42747697961758
515,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",31.326587121046696
516,0__approximate_entropy__m_2__r_0.7:Log_0__approximate_entropy__m_2__r_0.7,8.496654404462502
517,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",29.054340286427095
518,"0__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",3203161075.124856
519,"0__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",719870352.2548133
520,0__symmetry_looking__r_0.05:Log_0__symmetry_looking__r_0.05,10.357044465027858
521,0__lempel_ziv_complexity__bins_100:Log_0__lempel_ziv_complexity__bins_100,6.719867372510386
522,"0__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",8109.024819945266
523,"0__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",632264031.798309
524,0__fourier_entropy__bins_5:Log_0__fourier_entropy__bins_5,7.648863673274698
525,"0__agg_autocorrelation__f_agg_""mean""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",6.300690086025165
526,0__energy_ratio_by_chunks__num_segments_10__segment_focus_4:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_4,18.3571731703758
527,"0__fft_coefficient__attr_""real""__coeff_2:Log_0__fft_coefficient__attr_""real""__coeff_2",87184356.00480068
528,"0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",1.7953146329952423
529,"0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",2.0719587133426387
530,0__fourier_entropy__bins_10:Log_0__fourier_entropy__bins_10,7.064091862120163
531,"0__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",356973641.27772385
532,0__large_standard_deviation__r_0.2:Log_0__large_standard_deviation__r_0.2,9.761663441846997
533,0__number_crossing_m__m_0:Log_0__number_crossing_m__m_0,10.88097526254205
534,0__energy_ratio_by_chunks__num_segments_10__segment_focus_2:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_2,32.42501069687572
535,0__ar_coefficient__coeff_0__k_10:Log_0__ar_coefficient__coeff_0__k_10,6331.081690421204
536,0__count_above__t_0:Log_0__count_above__t_0,40.27186864186439
537,0__range_count__max_0__min_-1000000000000.0:Log_0__range_count__max_0__min_-1000000000000.0,21.36820516268564
538,0__range_count__max_1000000000000.0__min_0:Log_0__range_count__max_1000000000000.0__min_0,9.30739150879442
539,0__count_below__t_0:Log_0__count_below__t_0,27.255049789390952
540,0__ar_coefficient__coeff_1__k_10:Log_0__ar_coefficient__coeff_1__k_10,3.4603553805525635
541,0__benford_correlation:Log_0__benford_correlation,3.450327523005628
542,0__autocorrelation__lag_1:Log_0__autocorrelation__lag_1,8.664650244190485
543,0__partial_autocorrelation__lag_1:Log_0__partial_autocorrelation__lag_1,8.66739753656577
544,"0__fft_coefficient__attr_""angle""__coeff_3:Log_0__fft_coefficient__attr_""angle""__coeff_3",778.8996829882971
545,"0__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",5.79158799081151
546,0__fourier_entropy__bins_2:Log_0__fourier_entropy__bins_2,4.840275268079004
547,0__partial_autocorrelation__lag_2:Log_0__partial_autocorrelation__lag_2,45.73267647185407
548,0__cid_ce__normalize_True:Log_0__cid_ce__normalize_True,6.3308167372827135
549,"0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",10976.689103056759
550,"0__fft_coefficient__attr_""angle""__coeff_6:Log_0__fft_coefficient__attr_""angle""__coeff_6",1508.8332034089085
551,0__ratio_beyond_r_sigma__r_1.5:Log_0__ratio_beyond_r_sigma__r_1.5,10.141541095609732
552,"0__agg_autocorrelation__f_agg_""median""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""median""__maxlag_40",9.177063857335021
553,"0__fft_coefficient__attr_""angle""__coeff_4:Log_0__fft_coefficient__attr_""angle""__coeff_4",1119.498150690492
554,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",293399.6852244575
555,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",556558.5145755897
556,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",422544.6460306021
557,0__autocorrelation__lag_2:Log_0__autocorrelation__lag_2,36.306476598761044
558,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",630413.4940738083
559,0__quantile__q_0.2:Log_0__quantile__q_0.2,4.757578604731482
560,"0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",225896649.78479958
561,0__partial_autocorrelation__lag_8:Log_0__partial_autocorrelation__lag_8,1.3208606210122447
562,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",166430141440.15137
563,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",185638896429.12186
564,0__autocorrelation__lag_6:Log_0__autocorrelation__lag_6,12.19719374831485
565,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",175763947522.5577
566,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",192116697695.1837
567,"0__fft_coefficient__attr_""angle""__coeff_5:Log_0__fft_coefficient__attr_""angle""__coeff_5",983.459585990034
568,"0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",2982513.546247712
569,"0__fft_coefficient__attr_""real""__coeff_1:Log_0__fft_coefficient__attr_""real""__coeff_1",1671319908.0360174
570,"0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",22009926.280964993
571,0__c3__lag_1:Log_0__c3__lag_1,9811.700374954187
572,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",13.461857385701492
573,"0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",287070546.838681
574,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",54913.76640953919
575,"0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",31362051.71630678
576,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",44403.15562742648
577,0__ar_coefficient__coeff_2__k_10:Log_0__ar_coefficient__coeff_2__k_10,14.75712853668803
578,0__ratio_beyond_r_sigma__r_2:Log_0__ratio_beyond_r_sigma__r_2,8.663097901247124
579,0__count_above_mean:Log_0__count_above_mean,18.145426492062228
580,0__count_below_mean:Log_0__count_below_mean,22.034387434753857
581,0__range_count__max_1__min_-1:Log_0__range_count__max_1__min_-1,9.754671699791865
582,"0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",28987113.48960484
