,variables,VIF
583,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",2854.345868887325
584,"0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",797316294.2051508
585,0__number_cwt_peaks__n_1:Log_0__number_cwt_peaks__n_1,2.8250063789850364
586,0__fourier_entropy__bins_100:Log_0__fourier_entropy__bins_100,6.936180827412157
587,"0__fft_coefficient__attr_""imag""__coeff_2:Log_0__fft_coefficient__attr_""imag""__coeff_2",484726097.8593895
588,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",1.7839913668030332
589,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",861.9227778067943
590,0__index_mass_quantile__q_0.9:Log_0__index_mass_quantile__q_0.9,9.445196745104644
591,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",4.903587244194838
592,0__lempel_ziv_complexity__bins_2:Log_0__lempel_ziv_complexity__bins_2,6.433832171023693
593,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",2155.6907520832433
594,0__number_cwt_peaks__n_5:Log_0__number_cwt_peaks__n_5,2.5006113074542275
595,"0__fft_coefficient__attr_""imag""__coeff_3:Log_0__fft_coefficient__attr_""imag""__coeff_3",186501318.96482217
596,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",1.9912369102324239
597,0__partial_autocorrelation__lag_7:Log_0__partial_autocorrelation__lag_7,3.4271630198963985
598,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",1696.9989439261506
599,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",3.1664330211539897
600,0__ratio_beyond_r_sigma__r_2.5:Log_0__ratio_beyond_r_sigma__r_2.5,4.710561843231819
601,0__quantile__q_0.8:Log_0__quantile__q_0.8,123.39439429210627
602,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",3.339200466481137
603,"0__fft_aggregated__aggtype_""skew"":Log_0__fft_aggregated__aggtype_""skew""",7.949477619859861
604,0__number_peaks__n_10:Log_0__number_peaks__n_10,15.710495047052092
605,"0__fft_coefficient__attr_""angle""__coeff_8:Log_0__fft_coefficient__attr_""angle""__coeff_8",1254.3546726668108
606,"0__linear_trend__attr_""rvalue"":Log_0__linear_trend__attr_""rvalue""",12.454485492150368
607,"0__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",11238.244394909265
608,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",1.3500995978505888
609,"0__fft_coefficient__attr_""angle""__coeff_7:Log_0__fft_coefficient__attr_""angle""__coeff_7",1126.38284187197
610,"0__linear_trend__attr_""pvalue"":Log_0__linear_trend__attr_""pvalue""",13.632929222563888
611,0__ar_coefficient__coeff_3__k_10:Log_0__ar_coefficient__coeff_3__k_10,3.929103794552347
612,0__time_reversal_asymmetry_statistic__lag_2:Log_0__time_reversal_asymmetry_statistic__lag_2,24686251.873342745
613,"0__fft_coefficient__attr_""angle""__coeff_2:Log_0__fft_coefficient__attr_""angle""__coeff_2",3352.708711595635
614,"0__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",331328.9879614994
615,0__quantile__q_0.3:Log_0__quantile__q_0.3,4.396887651922074
616,"0__fft_coefficient__attr_""angle""__coeff_9:Log_0__fft_coefficient__attr_""angle""__coeff_9",794.7138981352274
617,0__lempel_ziv_complexity__bins_10:Log_0__lempel_ziv_complexity__bins_10,5.45150758577383
618,0__ar_coefficient__coeff_8__k_10:Log_0__ar_coefficient__coeff_8__k_10,1051.8376949055096
619,0__kurtosis:Log_0__kurtosis,39.88567830479151
620,0__variation_coefficient:Log_0__variation_coefficient,35.34060810794533
621,0__ar_coefficient__coeff_7__k_10:Log_0__ar_coefficient__coeff_7__k_10,707.0363995723065
622,"0__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",34074915.34012584
623,0__time_reversal_asymmetry_statistic__lag_1:Log_0__time_reversal_asymmetry_statistic__lag_1,374023349.3347308
624,"0__fft_coefficient__attr_""real""__coeff_5:Log_0__fft_coefficient__attr_""real""__coeff_5",41399352.534981094
625,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",2.912408922615096
626,"0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",8139717049.868325
627,0__ratio_beyond_r_sigma__r_0.5:Log_0__ratio_beyond_r_sigma__r_0.5,6.124656795606502
628,0__index_mass_quantile__q_0.6:Log_0__index_mass_quantile__q_0.6,10.590325525164152
629,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",2.2860983568657307
630,0__lempel_ziv_complexity__bins_3:Log_0__lempel_ziv_complexity__bins_3,6.097643838001191
631,"0__fft_coefficient__attr_""real""__coeff_4:Log_0__fft_coefficient__attr_""real""__coeff_4",7348766.997464819
632,"0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",8128463571.8433
633,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",3.082666984653389
634,0__skewness:Log_0__skewness,169.45812185421025
635,"0__fft_coefficient__attr_""angle""__coeff_13:Log_0__fft_coefficient__attr_""angle""__coeff_13",4989.109542902703
636,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",2.1377123295221843
637,0__large_standard_deviation__r_0.25:Log_0__large_standard_deviation__r_0.25,4.886584695161873
638,0__time_reversal_asymmetry_statistic__lag_3:Log_0__time_reversal_asymmetry_statistic__lag_3,155806940922.6949
639,"0__fft_coefficient__attr_""angle""__coeff_12:Log_0__fft_coefficient__attr_""angle""__coeff_12",1014.7372536135908
640,0__ar_coefficient__coeff_4__k_10:Log_0__ar_coefficient__coeff_4__k_10,5.006723696940673
641,0__partial_autocorrelation__lag_9:Log_0__partial_autocorrelation__lag_9,2.21042499740904
642,"0__fft_aggregated__aggtype_""kurtosis"":Log_0__fft_aggregated__aggtype_""kurtosis""",32.78880780268641
643,"0__agg_autocorrelation__f_agg_""var""__maxlag_40:Log_0__agg_autocorrelation__f_agg_""var""__maxlag_40",9.148775885228211
644,0__ratio_beyond_r_sigma__r_1:Log_0__ratio_beyond_r_sigma__r_1,9.210347506178902
645,0__partial_autocorrelation__lag_6:Log_0__partial_autocorrelation__lag_6,8.384106156751752
646,0__autocorrelation__lag_5:Log_0__autocorrelation__lag_5,14.803393840669852
647,0__binned_entropy__max_bins_10:Log_0__binned_entropy__max_bins_10,6.3896441232025
648,0__partial_autocorrelation__lag_3:Log_0__partial_autocorrelation__lag_3,17.947742708318593
649,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",27.678929516092246
650,"0__fft_aggregated__aggtype_""variance"":Log_0__fft_aggregated__aggtype_""variance""",12.405994936577905
651,"0__fft_coefficient__attr_""imag""__coeff_4:Log_0__fft_coefficient__attr_""imag""__coeff_4",76468282.75181377
652,0__c3__lag_2:Log_0__c3__lag_2,5711.435509775217
653,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",275.0657296944915
654,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",3.6513299196136986
655,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",2.942630968307017
656,"0__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",15685.203735793742
657,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",681.0867703229935
658,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",256.1519930599132
659,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",62.38173715977824
660,0__symmetry_looking__r_0.1:Log_0__symmetry_looking__r_0.1,3.6750557811825195
661,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",2527.056961392697
662,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",2693.761065972477
663,0__ar_coefficient__coeff_10__k_10:Log_0__ar_coefficient__coeff_10__k_10,49.56426757759107
664,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",23.77211218982762
665,0__ar_coefficient__coeff_5__k_10:Log_0__ar_coefficient__coeff_5__k_10,6.389967602678635
666,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",272.93816089925787
667,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",267.9919982768822
668,"0__fft_coefficient__attr_""angle""__coeff_10:Log_0__fft_coefficient__attr_""angle""__coeff_10",1047.5262836759578
669,"0__fft_coefficient__attr_""imag""__coeff_9:Log_0__fft_coefficient__attr_""imag""__coeff_9",58820373.06364306
670,"0__fft_coefficient__attr_""angle""__coeff_11:Log_0__fft_coefficient__attr_""angle""__coeff_11",1139.9776902124404
671,"0__fft_coefficient__attr_""real""__coeff_3:Log_0__fft_coefficient__attr_""real""__coeff_3",1288910.9738415838
672,"0__fft_coefficient__attr_""imag""__coeff_6:Log_0__fft_coefficient__attr_""imag""__coeff_6",3204553.054752617
673,"0__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",2.510406880882898
674,0__ar_coefficient__coeff_6__k_10:Log_0__ar_coefficient__coeff_6__k_10,636.5458403295895
675,"0__fft_coefficient__attr_""real""__coeff_8:Log_0__fft_coefficient__attr_""real""__coeff_8",30875276.435043156
676,"0__fft_coefficient__attr_""real""__coeff_9:Log_0__fft_coefficient__attr_""real""__coeff_9",7463025.709679095
677,"0__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC"":Log_0__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",8063.311778524423
678,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",36.7790156497983
679,"0__fft_coefficient__attr_""imag""__coeff_8:Log_0__fft_coefficient__attr_""imag""__coeff_8",36260610.37588479
680,0__quantile__q_0.7:Log_0__quantile__q_0.7,102.76461143957812
681,"0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",50074901.12588977
682,"0__fft_aggregated__aggtype_""centroid"":Log_0__fft_aggregated__aggtype_""centroid""",23.394440292915668
683,"0__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",10515374.190291625
684,0__energy_ratio_by_chunks__num_segments_10__segment_focus_3:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_3,32.21094334689673
685,"0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",371102536.3965992
686,"0__fft_coefficient__attr_""real""__coeff_13:Log_0__fft_coefficient__attr_""real""__coeff_13",44896630.84603056
687,"0__fft_coefficient__attr_""imag""__coeff_12:Log_0__fft_coefficient__attr_""imag""__coeff_12",13332190.288578788
688,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",1.838496411996852
689,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",2.759054344472767
690,0__autocorrelation__lag_3:Log_0__autocorrelation__lag_3,17.463352745844173
691,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",46.12443195583318
692,0__ratio_beyond_r_sigma__r_3:Log_0__ratio_beyond_r_sigma__r_3,2.130676198235621
693,"0__fft_coefficient__attr_""imag""__coeff_10:Log_0__fft_coefficient__attr_""imag""__coeff_10",42004647.507127784
694,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",1.5675105102084539
695,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",17.193594301185744
696,0__quantile__q_0.4:Log_0__quantile__q_0.4,7.19219268435304
697,"0__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20):Log_0__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",27144.766875867652
698,"0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",5.873384728756635
699,0__ar_coefficient__coeff_9__k_10:Log_0__ar_coefficient__coeff_9__k_10,2.576790383471124
700,0__energy_ratio_by_chunks__num_segments_10__segment_focus_1:Log_0__energy_ratio_by_chunks__num_segments_10__segment_focus_1,18.052148416002634
701,"0__fft_coefficient__attr_""real""__coeff_7:Log_0__fft_coefficient__attr_""real""__coeff_7",41901401.65038648
702,0__mean_change:Log_0__mean_change,16001.275295644295
703,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",16040.277633612232
704,"0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min"":Log_0__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",7.640428072131917
705,0__median:Log_0__median,115.17698842469365
706,"0__fft_coefficient__attr_""imag""__coeff_7:Log_0__fft_coefficient__attr_""imag""__coeff_7",2496122.13259595
707,"0__fft_coefficient__attr_""real""__coeff_11:Log_0__fft_coefficient__attr_""real""__coeff_11",8135870.389667525
708,0__index_mass_quantile__q_0.7:Log_0__index_mass_quantile__q_0.7,8.521666386188373
709,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",50.98402815446743
710,0__lempel_ziv_complexity__bins_5:Log_0__lempel_ziv_complexity__bins_5,6.226654944194155
711,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",5.54988719250184
712,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",1.7102480846746144
713,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",1.7102480846746144
714,"0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",2.261381052558321
715,0__partial_autocorrelation__lag_5:Log_0__partial_autocorrelation__lag_5,7.0883149311246605
716,"0__fft_coefficient__attr_""imag""__coeff_5:Log_0__fft_coefficient__attr_""imag""__coeff_5",37341865.00028729
717,0__sum_of_reoccurring_values:Log_0__sum_of_reoccurring_values,316.49667202438627
718,0__mean_second_derivative_central:Log_0__mean_second_derivative_central,1620.2348893422982
719,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",2.796320514775267
720,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",5.136744995988026
721,0__quantile__q_0.6:Log_0__quantile__q_0.6,15.212347752655456
722,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",50.16993305223638
723,0__c3__lag_3:Log_0__c3__lag_3,5922.837088954623
724,"0__fft_coefficient__attr_""imag""__coeff_11:Log_0__fft_coefficient__attr_""imag""__coeff_11",46030314.82593111
725,0__partial_autocorrelation__lag_4:Log_0__partial_autocorrelation__lag_4,8.43100422781895
726,"0__fft_coefficient__attr_""real""__coeff_12:Log_0__fft_coefficient__attr_""real""__coeff_12",68811942.78411615
727,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",21.000599742327022
728,"0__fft_coefficient__attr_""real""__coeff_6:Log_0__fft_coefficient__attr_""real""__coeff_6",54043360.468782105
729,0__autocorrelation__lag_4:Log_0__autocorrelation__lag_4,9.039794124351761
730,"0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6:Log_0__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",24.9819580140216
731,"0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",1.6664534084092135
732,"0__fft_coefficient__attr_""real""__coeff_10:Log_0__fft_coefficient__attr_""real""__coeff_10",544498.169078751
733,"0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2:Log_0__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",1.7419422881426714
734,0__index_mass_quantile__q_0.8:Log_0__index_mass_quantile__q_0.8,7.648219185418324
735,0__friedrich_coefficients__coeff_3__m_3__r_30:Log_0__friedrich_coefficients__coeff_3__m_3__r_30,10801.206756098976
736,0__friedrich_coefficients__coeff_1__m_3__r_30:Log_0__friedrich_coefficients__coeff_1__m_3__r_30,537.5857139066314
737,0__friedrich_coefficients__coeff_0__m_3__r_30:Log_0__friedrich_coefficients__coeff_0__m_3__r_30,280.5126438878711
738,0__large_standard_deviation__r_0.30000000000000004:Log_0__large_standard_deviation__r_0.30000000000000004,2.12842359468338
739,0__friedrich_coefficients__coeff_2__m_3__r_30:Log_0__friedrich_coefficients__coeff_2__m_3__r_30,245.59280268169834
740,0__max_langevin_fixed_point__m_3__r_30:Log_0__max_langevin_fixed_point__m_3__r_30,6851.654417597159
